1,1,1,0,wkvip.laiwang.com,1,/lws?sdkver,2
2,1,1,0,data.seeyouyima.com,1,/door,2
3,1,1,0,hi.huofar.com,1,/dym/feeds,2
4,1,1,0,3g.39.net,1,/ymll/,2
5,1,1,0,www.jingqizhushou.com,1,/s/api,2
6,1,1,0,www.xiaohongshu.com,1,/api/1/sticker/sync,2
7,1,1,0,app.ymatou.com,1,/api/Special/NewBannerLists,2
8,1,1,0,m.ymall.com,1,/api/menu,2
9,1,1,0,sp.kaola.com,1,/api/guidance/,2
10,1,1,0,www.shihuo.cn,1,/app3/saveAppInfo,2
11,1,1,0,v.lehe.com,1,/goods/RecommendBanner,2
12,1,1,0,beilou-photos.b0.upaiyun.com,1,/products/,2
13,1,1,0,.yongche.name,2,/u/images,2
14,1,1,0,mapiproxy.10101111.com,1,/resource/m/ucar/base/startnew,2
15,1,1,0,common.diditaxi.com.cn,1,/passenger/orderrecover,2
16,1,1,0,vector0.map.bdimg.com,1,/vecdata/?qt=vVer.*&pcn=com.ubercab,4
17,1,1,0,customer.vvipone.com,1,/vip/v4/customer/testServer,2
18,1,1,0,.kuaidadi.com,2,/taxi/a/js.do,2
19,1,1,0,www.didapinche.com,1,/dida-web,2
20,1,1,0,api.miyabaobei.com,1,/index/navigation/,2
21,1,1,0,sapi.beibei.com,1,/martshow/search/,2
22,1,1,0,rbmcm.suning.com,1,/rbmcm/mobile/system,2
23,1,1,0,mlt.app.api.muyingzhijia.com,1,/api/apphome,2
24,1,1,0,www.muaijie.com,1,/appindex/index,2
1,2,1,2,gdown.baidu.com,1,dayima.*.apk,4
2,2,1,2,gdown.baidu.com,1,meiyou.*.apk,4
3,2,1,2,gdown.baidu.com,1,yuelaiyuehao.*.apk,4
4,2,1,2,gdown.baidu.com,1,yimalailiao.*.apk,4
5,2,1,2,gdown.baidu.com,1,jingqizhushou.*.apk,4
6,2,1,2,gdown.baidu.com,1,xiaohongshuhaiwaigouwushen.*.apk,4
7,2,1,2,gdown.baidu.com,1,yangmatou.*.apk,4
8,2,1,2,gdown.baidu.com,1,dalingquanqiuhaohuo.*.apk,4
9,2,1,2,gdown.baidu.com,1,wangyikaolahaigou.*.apk,4
10,2,1,2,gdown.baidu.com,1,shihuo.*.apk,4
11,2,1,2,gdown.baidu.com,1,meilishuoHIGO.*.apk,4
12,2,1,2,gdown.baidu.com,1,mitao.*.apk,4
13,2,1,2,gdown.baidu.com,1,yidaoyongche.*.apk,4
14,2,1,2,gdown.baidu.com,1,shenzhouzhuanche.*.apk,4
15,2,1,2,gdown.baidu.com,1,didichuxing.*.apk,4
16,2,1,2,gdown.baidu.com,1,Uber.*.apk,4
17,2,1,2,gdown.baidu.com,1,yihaozhuanche.*.apk,4
18,2,1,2,gdown.baidu.com,1,kuaidedache.*.apk,4
19,2,1,2,gdown.baidu.com,1,didapinche.*.apk,4
20,2,1,2,gdown.baidu.com,1,miyamuyingtemai.*.apk,4
21,2,1,2,gdown.baidu.com,1,beibeimuyingzhengpintemai.*.apk,4
22,2,1,2,gdown.baidu.com,1,honghaizimuying.*.apk,4
23,2,1,2,gdown.baidu.com,1,muyingzhijia.*.apk,4
24,2,1,2,gdown.baidu.com,1,muaijiemuyingtemaibeiyunhuai.*.apk,4
1,2,1,3,gdown.baidu.com,1,dayima.*.apk,4
2,2,1,3,gdown.baidu.com,1,meiyou.*.apk,4
3,2,1,3,gdown.baidu.com,1,yuelaiyuehao.*.apk,4
4,2,1,3,gdown.baidu.com,1,yimalailiao.*.apk,4
5,2,1,3,gdown.baidu.com,1,jingqizhushou.*.apk,4
6,2,1,3,gdown.baidu.com,1,xiaohongshuhaiwaigouwushen.*.apk,4
7,2,1,3,gdown.baidu.com,1,yangmatou.*.apk,4
8,2,1,3,gdown.baidu.com,1,dalingquanqiuhaohuo.*.apk,4
9,2,1,3,gdown.baidu.com,1,wangyikaolahaigou.*.apk,4
10,2,1,3,gdown.baidu.com,1,shihuo.*.apk,4
11,2,1,3,gdown.baidu.com,1,meilishuoHIGO.*.apk,4
12,2,1,3,gdown.baidu.com,1,mitao.*.apk,4
13,2,1,3,gdown.baidu.com,1,yidaoyongche.*.apk,4
14,2,1,3,gdown.baidu.com,1,shenzhouzhuanche.*.apk,4
15,2,1,3,gdown.baidu.com,1,didichuxing.*.apk,4
16,2,1,3,gdown.baidu.com,1,Uber.*.apk,4
17,2,1,3,gdown.baidu.com,1,yihaozhuanche.*.apk,4
18,2,1,3,gdown.baidu.com,1,kuaidedache.*.apk,4
19,2,1,3,gdown.baidu.com,1,didapinche.*.apk,4
20,2,1,3,gdown.baidu.com,1,miyamuyingtemai.*.apk,4
21,2,1,3,gdown.baidu.com,1,beibeimuyingzhengpintemai.*.apk,4
22,2,1,3,gdown.baidu.com,1,honghaizimuying.*.apk,4
23,2,1,3,gdown.baidu.com,1,muyingzhijia.*.apk,4
24,2,1,3,gdown.baidu.com,1,muaijiemuyingtemaibeiyunhuai.*.apk,4
1,2,1,4,gdown.baidu.com,1,dayima.*.apk,4
2,2,1,4,gdown.baidu.com,1,meiyou.*.apk,4
3,2,1,4,gdown.baidu.com,1,yuelaiyuehao.*.apk,4
4,2,1,4,gdown.baidu.com,1,yimalailiao.*.apk,4
5,2,1,4,gdown.baidu.com,1,jingqizhushou.*.apk,4
6,2,1,4,gdown.baidu.com,1,xiaohongshuhaiwaigouwushen.*.apk,4
7,2,1,4,gdown.baidu.com,1,yangmatou.*.apk,4
8,2,1,4,gdown.baidu.com,1,dalingquanqiuhaohuo.*.apk,4
9,2,1,4,gdown.baidu.com,1,wangyikaolahaigou.*.apk,4
10,2,1,4,gdown.baidu.com,1,shihuo.*.apk,4
11,2,1,4,gdown.baidu.com,1,meilishuoHIGO.*.apk,4
12,2,1,4,gdown.baidu.com,1,mitao.*.apk,4
13,2,1,4,gdown.baidu.com,1,yidaoyongche.*.apk,4
14,2,1,4,gdown.baidu.com,1,shenzhouzhuanche.*.apk,4
15,2,1,4,gdown.baidu.com,1,didichuxing.*.apk,4
16,2,1,4,gdown.baidu.com,1,Uber.*.apk,4
17,2,1,4,gdown.baidu.com,1,yihaozhuanche.*.apk,4
18,2,1,4,gdown.baidu.com,1,kuaidedache.*.apk,4
19,2,1,4,gdown.baidu.com,1,didapinche.*.apk,4
20,2,1,4,gdown.baidu.com,1,miyamuyingtemai.*.apk,4
21,2,1,4,gdown.baidu.com,1,beibeimuyingzhengpintemai.*.apk,4
22,2,1,4,gdown.baidu.com,1,honghaizimuying.*.apk,4
23,2,1,4,gdown.baidu.com,1,muyingzhijia.*.apk,4
24,2,1,4,gdown.baidu.com,1,muaijiemuyingtemaibeiyunhuai.*.apk,4
1,2,1,5,apps.wandoujia.com,1,com.yoloho.dayima,2
2,2,1,5,apps.wandoujia.com,1,com.lingan.seeyou,2
3,2,1,5,apps.wandoujia.com,1,com.huofar.ylyh,2
4,2,1,5,apps.wandoujia.com,1,com.qisheng.dayima,2
5,2,1,5,apps.wandoujia.com,1,com.daxiang.niceday,2
6,2,1,5,apps.wandoujia.com,1,com.xingin.xhs,2
7,2,1,5,apps.wandoujia.com,1,com.ymatou.shop,2
8,2,1,5,apps.wandoujia.com,1,com.ymall.presentshop,2
9,2,1,5,apps.wandoujia.com,1,com.kaola,2
10,2,1,5,apps.wandoujia.com,1,com.hupu.shihuo,2
11,2,1,5,apps.wandoujia.com,1,com.meilishuo.higo,2
12,2,1,5,apps.wandoujia.com,1,com.beilou.haigou,2
13,2,1,5,apps.wandoujia.com,1,com.yongche.android,2
14,2,1,5,apps.wandoujia.com,1,com.szzc.ucar.pilot,2
15,2,1,5,apps.wandoujia.com,1,com.sdu.didi.psnger,2
16,2,1,5,apps.wandoujia.com,1,com.ubercab,2
17,2,1,5,apps.wandoujia.com,1,com.duoduo.passenger,2
18,2,1,5,apps.wandoujia.com,1,com.funcity.taxi.passenger,2
19,2,1,5,apps.wandoujia.com,1,com.didapinche.booking,2
20,2,1,5,apps.wandoujia.com,1,com.mia.miababy,2
21,2,1,5,apps.wandoujia.com,1,com.mia.miababy,2
22,2,1,5,apps.wandoujia.com,1,com.redbaby,2
23,2,1,5,apps.wandoujia.com,1,com.myingzhijia,2
24,2,1,5,apps.wandoujia.com,1,com.android.motherlovestreet,2
1,2,1,6,dd.myapp.com,1,com.yoloho.dayima.*.apk,4
2,2,1,6,dd.myapp.com,1,com.lingan.seeyou.*.apk,4
3,2,1,6,dd.myapp.com,1,com.huofar.ylyh.*.apk,4
4,2,1,6,dd.myapp.com,1,com.qisheng.dayima.*.apk,4
5,2,1,6,dd.myapp.com,1,com.daxiang.niceday.*.apk,4
6,2,1,6,dd.myapp.com,1,com.xingin.xhs.*.apk,4
7,2,1,6,dd.myapp.com,1,com.ymatou.shop.*.apk,4
8,2,1,6,dd.myapp.com,1,com.ymall.presentshop.*.apk,4
9,2,1,6,dd.myapp.com,1,com.kaola.*.apk,4
10,2,1,6,dd.myapp.com,1,com.hupu.shihuo.*.apk,4
11,2,1,6,dd.myapp.com,1,com.meilishuo.higo.*.apk,4
12,2,1,6,dd.myapp.com,1,com.beilou.haigou.*.apk,4
13,2,1,6,dd.myapp.com,1,com.yongche.*.apk,4
14,2,1,6,dd.myapp.com,1,com.szzc.ucar.pilot.*apk,4
15,2,1,6,dd.myapp.com,1,com.sdu.didi.psnger.*.apk,4
16,2,1,6,dd.myapp.com,1,com.ubercab.*.apk,4
17,2,1,6,dd.myapp.com,1,com.duoduo.passenger.*.apk,4
18,2,1,6,dd.myapp.com,1,com.funcity.taxi.passenger.*.apk,4
19,2,1,6,dd.myapp.com,1,com.didapinche.booking.*.apk,4
